AnimalID,Name,DateOfBirth,Gender,HabitatID,SpeciesID,DietPlanID
15202,Animal_15202,2016-09-06,Male,400,364,216
15203,Animal_15203,2017-01-29,Female,134,53,428
15204,Animal_15204,2011-05-28,Male,443,118,353
15205,Animal_15205,2022-01-22,Male,367,474,323
15206,Animal_15206,2010-09-27,Female,289,388,129
15207,Animal_15207,2012-01-25,Female,403,281,426
15208,Animal_15208,2022-08-16,Female,303,289,337
15209,Animal_15209,2011-09-03,Male,187,24,281
15210,Animal_15210,2020-02-06,Male,410,260,89
15211,Animal_15211,2016-07-08,Female,485,133,49
15212,Animal_15212,2016-04-01,Female,122,26,109
15213,Animal_15213,2015-03-07,Female,301,233,311
15214,Animal_15214,2016-03-11,Male,360,249,291
15215,Animal_15215,2011-07-24,Female,64,28,112
15216,Animal_15216,2014-01-26,Male,150,466,411
15217,Animal_15217,2020-05-26,Female,7,472,64
15218,Animal_15218,2015-05-26,Male,430,305,49
15219,Animal_15219,2022-09-03,Female,108,98,312
15220,Animal_15220,2015-06-26,Male,281,424,33
15221,Animal_15221,2020-10-28,Male,141,29,273
15222,Animal_15222,2016-06-16,Female,494,362,196
15223,Animal_15223,2018-06-08,Female,193,251,476
15224,Animal_15224,2012-10-02,Female,139,162,189
15225,Animal_15225,2018-01-21,Male,391,274,214
15226,Animal_15226,2016-04-10,Female,42,236,367
15227,Animal_15227,2017-09-23,Female,336,362,87
15228,Animal_15228,2013-01-16,Male,301,141,10
15229,Animal_15229,2016-01-24,Male,367,254,214
15230,Animal_15230,2015-01-13,Male,79,215,285
15231,Animal_15231,2016-02-02,Female,451,36,446
15232,Animal_15232,2020-01-01,Female,400,468,453
15233,Animal_15233,2016-05-21,Female,323,120,248
15234,Animal_15234,2016-07-04,Male,24,107,192
15235,Animal_15235,2024-03-31,Female,444,1,172
15236,Animal_15236,2016-05-15,Male,92,57,225
15237,Animal_15237,2020-12-13,Female,416,443,152
15238,Animal_15238,2023-11-24,Female,469,2,465
15239,Animal_15239,2018-07-25,Female,151,228,219
15240,Animal_15240,2019-03-16,Male,394,169,144
15241,Animal_15241,2019-08-25,Male,222,187,102
15242,Animal_15242,2011-11-11,Female,377,22,84
15243,Animal_15243,2014-11-30,Female,169,243,166
15244,Animal_15244,2021-09-28,Male,206,59,186
15245,Animal_15245,2014-08-01,Female,427,393,38
15246,Animal_15246,2017-10-05,Male,249,276,470
15247,Animal_15247,2020-01-30,Female,126,350,232
15248,Animal_15248,2011-11-02,Male,458,126,413
15249,Animal_15249,2010-10-21,Female,254,235,208
15250,Animal_15250,2014-05-16,Female,86,397,398
15251,Animal_15251,2023-05-04,Male,91,450,19
15252,Animal_15252,2018-03-01,Male,251,64,105
15253,Animal_15253,2015-04-14,Female,276,456,147
15254,Animal_15254,2020-02-29,Male,116,118,40
15255,Animal_15255,2014-03-04,Female,168,13,391
15256,Animal_15256,2017-04-13,Female,381,73,375
15257,Animal_15257,2013-02-07,Male,12,295,414
15258,Animal_15258,2013-07-03,Male,275,214,384
15259,Animal_15259,2011-07-12,Male,125,352,191
15260,Animal_15260,2017-01-31,Male,85,341,153
15261,Animal_15261,2015-01-18,Male,73,170,372
15262,Animal_15262,2023-11-11,Female,204,107,273
15263,Animal_15263,2013-10-21,Male,457,246,423
15264,Animal_15264,2022-06-03,Male,280,329,345
15265,Animal_15265,2017-03-31,Female,425,94,220
15266,Animal_15266,2024-09-27,Female,95,172,458
15267,Animal_15267,2023-07-19,Female,1,444,307
15268,Animal_15268,2014-09-02,Male,203,7,21
15269,Animal_15269,2019-04-15,Male,291,327,190
15270,Animal_15270,2021-01-29,Male,394,413,430
15271,Animal_15271,2018-10-20,Male,309,162,476
15272,Animal_15272,2014-03-11,Female,261,206,382
15273,Animal_15273,2014-10-17,Female,266,429,417
15274,Animal_15274,2021-06-13,Female,468,180,461
15275,Animal_15275,2019-05-16,Male,15,397,143
15276,Animal_15276,2010-06-11,Female,203,273,92
15277,Animal_15277,2014-09-04,Female,312,484,485
15278,Animal_15278,2015-11-20,Female,269,130,335
15279,Animal_15279,2013-08-31,Female,282,280,193
15280,Animal_15280,2010-03-30,Female,98,422,356
15281,Animal_15281,2018-11-14,Male,28,202,19
15282,Animal_15282,2018-02-01,Female,310,346,2
15283,Animal_15283,2017-08-02,Female,478,164,244
15284,Animal_15284,2020-03-05,Male,269,459,115
15285,Animal_15285,2013-11-15,Male,437,51,147
15286,Animal_15286,2012-07-23,Male,347,30,472
15287,Animal_15287,2023-11-12,Male,123,20,21
15288,Animal_15288,2022-12-05,Female,258,151,132
15289,Animal_15289,2022-01-05,Female,228,462,206
15290,Animal_15290,2015-09-06,Male,283,236,355
15291,Animal_15291,2019-11-30,Female,351,356,206
15292,Animal_15292,2012-06-02,Female,392,328,325
15293,Animal_15293,2011-06-17,Male,285,204,375
15294,Animal_15294,2014-03-16,Male,395,98,64
15295,Animal_15295,2019-07-11,Female,381,337,127
15296,Animal_15296,2013-09-11,Male,211,315,98
15297,Animal_15297,2017-01-18,Male,16,351,408
15298,Animal_15298,2016-09-20,Female,232,39,194
15299,Animal_15299,2024-08-26,Female,182,80,242
15300,Animal_15300,2021-10-20,Male,381,432,348
15301,Animal_15301,2024-01-29,Male,372,170,438
15302,Animal_15302,2018-09-29,Female,404,84,457
15303,Animal_15303,2010-04-18,Male,438,399,65
15304,Animal_15304,2023-09-04,Female,364,309,271
15305,Animal_15305,2018-02-20,Male,199,117,91
15306,Animal_15306,2019-06-23,Female,430,311,168
15307,Animal_15307,2016-01-31,Male,250,156,318
15308,Animal_15308,2019-02-11,Male,241,402,225
15309,Animal_15309,2024-10-11,Female,45,493,426
15310,Animal_15310,2020-09-07,Female,38,125,441
15311,Animal_15311,2018-08-15,Male,476,76,65
15312,Animal_15312,2012-08-01,Male,42,247,404
15313,Animal_15313,2024-04-08,Male,487,32,303
15314,Animal_15314,2024-09-17,Female,418,451,298
15315,Animal_15315,2021-09-18,Male,71,475,362
15316,Animal_15316,2020-12-01,Female,328,55,208
15317,Animal_15317,2010-05-20,Female,150,387,465
15318,Animal_15318,2020-04-23,Female,261,182,391
15319,Animal_15319,2015-03-08,Female,388,230,372
15320,Animal_15320,2012-11-06,Female,321,213,360
15321,Animal_15321,2015-06-16,Male,73,464,176
15322,Animal_15322,2016-01-23,Female,177,171,408
15323,Animal_15323,2019-12-23,Female,291,425,349
15324,Animal_15324,2019-10-02,Male,171,132,114
15325,Animal_15325,2020-07-20,Male,382,419,62
15326,Animal_15326,2023-07-02,Male,238,355,152
15327,Animal_15327,2022-02-06,Male,243,309,372
15328,Animal_15328,2016-08-16,Female,194,190,467
15329,Animal_15329,2012-04-04,Female,264,52,308
15330,Animal_15330,2011-11-24,Female,205,152,78
15331,Animal_15331,2024-06-17,Female,125,58,98
15332,Animal_15332,2023-12-01,Female,359,185,466
15333,Animal_15333,2024-11-07,Male,137,228,103
15334,Animal_15334,2020-03-19,Female,75,328,66
15335,Animal_15335,2011-01-27,Male,214,31,72
15336,Animal_15336,2023-09-04,Male,384,477,76
15337,Animal_15337,2018-12-13,Female,114,251,403
15338,Animal_15338,2019-06-05,Female,352,174,232
15339,Animal_15339,2022-11-17,Male,92,37,476
15340,Animal_15340,2017-08-01,Male,460,329,192
15341,Animal_15341,2020-11-15,Male,331,412,221
15342,Animal_15342,2015-08-01,Female,67,330,168
15343,Animal_15343,2013-04-08,Female,428,158,369
15344,Animal_15344,2011-08-15,Female,408,108,262
15345,Animal_15345,2019-04-11,Female,94,236,69
15346,Animal_15346,2022-10-18,Female,433,33,250
15347,Animal_15347,2010-11-12,Female,314,342,279
15348,Animal_15348,2016-11-27,Female,299,346,287
15349,Animal_15349,2010-11-08,Female,79,364,137
15350,Animal_15350,2023-07-15,Female,347,442,218
15351,Animal_15351,2014-09-17,Male,49,134,41
15352,Animal_15352,2011-09-02,Female,182,118,458
15353,Animal_15353,2015-03-12,Female,308,12,378
15354,Animal_15354,2021-06-01,Male,86,116,473
15355,Animal_15355,2011-03-25,Male,221,55,126
15356,Animal_15356,2022-06-09,Male,216,387,203
15357,Animal_15357,2014-01-22,Female,430,170,125
15358,Animal_15358,2021-08-11,Male,482,293,416
15359,Animal_15359,2014-09-24,Male,158,92,162
15360,Animal_15360,2022-03-10,Male,464,20,30
15361,Animal_15361,2024-08-11,Male,298,78,74
15362,Animal_15362,2023-08-06,Female,490,432,119
15363,Animal_15363,2012-12-29,Female,330,281,208
15364,Animal_15364,2020-05-09,Female,214,125,233
15365,Animal_15365,2024-11-10,Male,61,291,126
15366,Animal_15366,2020-08-23,Male,475,281,154
15367,Animal_15367,2016-01-08,Female,24,251,274
15368,Animal_15368,2022-06-30,Female,166,232,189
15369,Animal_15369,2015-07-07,Female,289,83,116
15370,Animal_15370,2023-08-22,Female,205,137,47
15371,Animal_15371,2020-08-31,Female,137,374,350
15372,Animal_15372,2014-08-05,Male,378,115,345
15373,Animal_15373,2022-04-15,Male,450,309,202
15374,Animal_15374,2023-07-13,Female,405,220,300
15375,Animal_15375,2013-06-03,Male,474,102,437
15376,Animal_15376,2012-11-15,Male,45,464,57
15377,Animal_15377,2018-07-11,Male,451,460,306
15378,Animal_15378,2019-04-27,Male,496,28,425
15379,Animal_15379,2021-12-31,Male,130,198,375
15380,Animal_15380,2017-08-10,Male,455,276,277
15381,Animal_15381,2022-01-02,Male,459,280,352
15382,Animal_15382,2010-03-11,Female,312,219,450
15383,Animal_15383,2019-11-25,Male,9,297,259
15384,Animal_15384,2017-05-05,Female,247,262,265
15385,Animal_15385,2022-04-22,Female,5,129,15
15386,Animal_15386,2024-07-04,Female,469,210,129
15387,Animal_15387,2012-10-10,Female,338,136,21
15388,Animal_15388,2022-02-07,Female,114,259,304
15389,Animal_15389,2014-03-27,Female,56,103,390
15390,Animal_15390,2012-08-19,Male,81,470,124
15391,Animal_15391,2019-03-16,Male,413,272,150
15392,Animal_15392,2010-05-10,Male,283,416,267
15393,Animal_15393,2023-04-25,Female,247,15,407
15394,Animal_15394,2022-03-20,Male,485,461,440
15395,Animal_15395,2015-02-07,Male,305,313,143
15396,Animal_15396,2016-11-08,Male,469,477,257
15397,Animal_15397,2023-02-07,Male,143,174,500
15398,Animal_15398,2011-09-07,Female,291,396,373
15399,Animal_15399,2011-03-26,Male,495,48,76
15400,Animal_15400,2017-09-25,Female,149,406,359
15401,Animal_15401,2014-07-03,Male,142,326,365
15402,Animal_15402,2022-04-20,Male,32,49,222
15403,Animal_15403,2012-12-12,Female,28,277,12
15404,Animal_15404,2024-01-11,Female,274,139,336
15405,Animal_15405,2020-07-18,Female,232,310,439
15406,Animal_15406,2013-03-01,Female,363,300,454
15407,Animal_15407,2018-10-14,Male,97,119,293
15408,Animal_15408,2017-10-27,Female,152,427,167
15409,Animal_15409,2019-09-20,Female,289,74,137
15410,Animal_15410,2012-12-25,Male,365,271,196
15411,Animal_15411,2020-05-07,Female,159,39,106
15412,Animal_15412,2016-10-30,Male,288,233,190
15413,Animal_15413,2019-04-16,Female,135,286,386
15414,Animal_15414,2011-11-12,Male,150,186,225
15415,Animal_15415,2023-03-03,Male,104,376,70
15416,Animal_15416,2017-01-21,Male,468,478,187
15417,Animal_15417,2023-02-18,Female,100,149,426
15418,Animal_15418,2011-05-18,Female,290,297,479
15419,Animal_15419,2024-05-09,Female,76,73,27
15420,Animal_15420,2020-08-23,Female,342,430,455
15421,Animal_15421,2013-11-14,Male,36,324,12
15422,Animal_15422,2024-04-15,Male,236,446,287
15423,Animal_15423,2024-10-07,Female,45,11,422
15424,Animal_15424,2016-01-15,Female,449,410,488
15425,Animal_15425,2020-07-01,Female,10,131,230
15426,Animal_15426,2021-01-21,Female,100,61,156
15427,Animal_15427,2014-09-26,Female,67,101,266
15428,Animal_15428,2021-12-24,Male,367,123,299
15429,Animal_15429,2017-03-21,Male,120,34,412
15430,Animal_15430,2015-08-24,Male,268,87,312
15431,Animal_15431,2023-12-07,Male,438,67,301
15432,Animal_15432,2018-03-07,Male,138,261,464
15433,Animal_15433,2015-03-13,Female,116,156,160
15434,Animal_15434,2015-07-18,Female,384,88,417
15435,Animal_15435,2012-10-13,Female,309,71,320
15436,Animal_15436,2010-02-24,Female,128,210,110
15437,Animal_15437,2020-12-01,Male,440,175,245
15438,Animal_15438,2017-03-05,Male,347,212,38
15439,Animal_15439,2015-09-11,Male,181,392,89
15440,Animal_15440,2020-09-21,Female,227,395,319
15441,Animal_15441,2019-06-13,Male,152,126,314
15442,Animal_15442,2024-09-04,Male,48,342,477
15443,Animal_15443,2017-02-28,Female,205,113,378
15444,Animal_15444,2016-09-17,Male,39,124,106
15445,Animal_15445,2020-09-20,Female,189,90,106
15446,Animal_15446,2022-11-09,Female,114,382,244
15447,Animal_15447,2019-07-15,Male,212,22,89
15448,Animal_15448,2020-01-31,Female,263,15,173
15449,Animal_15449,2023-07-12,Female,115,319,474
15450,Animal_15450,2019-05-03,Male,175,250,48
15451,Animal_15451,2018-01-04,Male,90,357,462
15452,Animal_15452,2017-05-16,Male,39,13,460
15453,Animal_15453,2013-10-14,Male,268,188,195
15454,Animal_15454,2017-03-25,Female,131,457,449
15455,Animal_15455,2016-10-09,Male,315,256,306
15456,Animal_15456,2019-09-12,Female,397,325,364
15457,Animal_15457,2023-11-18,Female,362,174,428
15458,Animal_15458,2018-04-09,Female,186,192,208
15459,Animal_15459,2022-06-09,Female,62,215,150
15460,Animal_15460,2019-03-31,Female,299,422,349
15461,Animal_15461,2020-10-23,Female,18,71,74
15462,Animal_15462,2016-10-22,Male,319,423,132
15463,Animal_15463,2012-01-01,Male,365,333,461
15464,Animal_15464,2010-03-15,Male,324,101,400
15465,Animal_15465,2011-05-26,Female,495,170,271
15466,Animal_15466,2013-06-12,Male,242,52,347
15467,Animal_15467,2011-10-11,Female,27,222,70
15468,Animal_15468,2016-07-02,Female,239,342,102
15469,Animal_15469,2023-05-23,Female,278,173,327
15470,Animal_15470,2012-02-29,Male,324,118,305
15471,Animal_15471,2024-02-10,Male,106,88,229
15472,Animal_15472,2010-03-02,Female,76,267,61
15473,Animal_15473,2014-12-19,Female,368,367,96
15474,Animal_15474,2019-08-03,Male,374,343,466
15475,Animal_15475,2013-08-15,Male,18,107,277
15476,Animal_15476,2015-09-06,Female,64,448,165
15477,Animal_15477,2019-05-21,Male,462,290,324
15478,Animal_15478,2012-12-25,Male,276,139,201
15479,Animal_15479,2014-09-18,Male,328,386,417
15480,Animal_15480,2014-02-23,Female,223,221,473
15481,Animal_15481,2022-01-11,Male,193,346,234
15482,Animal_15482,2012-09-15,Female,387,192,150
15483,Animal_15483,2019-05-26,Male,347,264,395
15484,Animal_15484,2024-09-18,Female,271,117,192
15485,Animal_15485,2014-06-17,Male,163,465,366
15486,Animal_15486,2021-12-08,Female,21,465,8
15487,Animal_15487,2023-06-18,Male,109,351,23
15488,Animal_15488,2019-11-28,Female,428,414,231
15489,Animal_15489,2013-11-27,Female,322,106,365
15490,Animal_15490,2010-01-10,Male,331,34,401
15491,Animal_15491,2024-07-19,Female,73,99,18
15492,Animal_15492,2024-02-16,Male,328,462,257
15493,Animal_15493,2020-06-22,Male,40,129,490
15494,Animal_15494,2016-01-22,Female,195,402,43
15495,Animal_15495,2011-10-09,Male,288,97,435
15496,Animal_15496,2023-07-22,Male,182,312,325
15497,Animal_15497,2018-06-29,Female,173,303,112
15498,Animal_15498,2011-09-11,Male,316,488,127
15499,Animal_15499,2018-02-21,Female,127,143,75
15500,Animal_15500,2013-01-04,Male,176,476,54
15501,Animal_15501,2012-07-02,Female,338,454,240
15502,Animal_15502,2022-10-20,Female,467,164,19
15503,Animal_15503,2020-05-07,Male,458,145,43
15504,Animal_15504,2010-04-18,Female,324,358,329
15505,Animal_15505,2015-03-05,Female,56,424,330
15506,Animal_15506,2020-02-02,Female,227,87,320
15507,Animal_15507,2022-11-18,Female,450,170,262
15508,Animal_15508,2016-12-10,Female,126,355,1
15509,Animal_15509,2019-11-04,Male,83,433,77
15510,Animal_15510,2019-09-06,Female,221,452,41
15511,Animal_15511,2017-11-18,Female,323,420,147
15512,Animal_15512,2016-03-12,Male,448,244,210
15513,Animal_15513,2016-07-01,Male,115,359,430
15514,Animal_15514,2012-12-14,Female,438,382,378
15515,Animal_15515,2023-06-15,Male,148,64,255
15516,Animal_15516,2021-09-11,Male,492,220,263
15517,Animal_15517,2014-04-15,Male,318,269,35
15518,Animal_15518,2024-09-04,Male,416,133,88
15519,Animal_15519,2022-11-13,Female,152,324,297
15520,Animal_15520,2017-07-07,Male,377,453,308
15521,Animal_15521,2023-11-20,Male,354,193,473
15522,Animal_15522,2016-10-18,Male,226,397,321
15523,Animal_15523,2010-06-10,Male,294,238,38
15524,Animal_15524,2018-06-10,Female,289,449,150
15525,Animal_15525,2019-03-02,Female,212,260,152
15526,Animal_15526,2018-03-10,Male,217,60,105
15527,Animal_15527,2011-05-19,Female,435,226,397
15528,Animal_15528,2013-12-21,Male,480,414,37
15529,Animal_15529,2019-05-01,Female,79,199,313
15530,Animal_15530,2018-02-17,Female,449,162,270
15531,Animal_15531,2018-01-02,Female,3,485,159
15532,Animal_15532,2012-02-19,Male,235,494,210
15533,Animal_15533,2021-08-01,Female,434,484,421
15534,Animal_15534,2018-08-01,Male,95,32,221
15535,Animal_15535,2017-08-17,Male,368,252,228
15536,Animal_15536,2013-07-27,Female,446,238,360
15537,Animal_15537,2015-07-26,Male,437,15,11
15538,Animal_15538,2020-08-19,Male,430,164,348
15539,Animal_15539,2017-12-15,Female,292,327,389
15540,Animal_15540,2015-08-08,Male,309,448,367
15541,Animal_15541,2021-08-11,Female,343,389,140
15542,Animal_15542,2011-02-16,Male,120,240,338
15543,Animal_15543,2021-09-21,Female,68,230,177
15544,Animal_15544,2022-11-04,Female,438,235,183
15545,Animal_15545,2011-06-21,Female,423,147,49
15546,Animal_15546,2014-07-13,Male,107,235,448
15547,Animal_15547,2013-08-13,Female,487,33,194
15548,Animal_15548,2012-10-30,Female,14,372,492
15549,Animal_15549,2014-05-21,Male,203,197,411
15550,Animal_15550,2017-04-07,Male,367,495,99
15551,Animal_15551,2011-11-08,Male,103,276,8
15552,Animal_15552,2010-05-02,Female,70,214,226
15553,Animal_15553,2013-07-21,Male,373,188,375
15554,Animal_15554,2017-09-08,Male,327,457,344
15555,Animal_15555,2012-11-28,Male,418,104,470
15556,Animal_15556,2016-03-25,Male,282,367,469
15557,Animal_15557,2018-08-04,Female,325,365,373
15558,Animal_15558,2022-05-26,Female,86,35,71
15559,Animal_15559,2022-09-29,Male,342,6,430
15560,Animal_15560,2023-09-30,Female,329,183,167
15561,Animal_15561,2015-04-20,Female,263,154,213
15562,Animal_15562,2016-08-14,Male,307,71,275
15563,Animal_15563,2019-09-23,Female,30,58,217
15564,Animal_15564,2010-05-11,Female,61,498,360
15565,Animal_15565,2021-04-02,Female,499,327,419
15566,Animal_15566,2019-01-05,Male,436,234,150
15567,Animal_15567,2013-08-24,Female,144,308,129
15568,Animal_15568,2011-06-13,Female,419,360,325
15569,Animal_15569,2018-04-23,Female,440,289,307
15570,Animal_15570,2011-08-16,Female,340,474,298
15571,Animal_15571,2011-09-22,Female,73,34,103
15572,Animal_15572,2012-01-30,Male,262,205,51
15573,Animal_15573,2019-09-20,Female,113,159,284
15574,Animal_15574,2024-11-19,Male,224,76,455
15575,Animal_15575,2018-06-30,Female,111,405,11
15576,Animal_15576,2019-10-21,Male,316,128,137
15577,Animal_15577,2022-06-19,Female,205,198,142
15578,Animal_15578,2022-10-17,Male,421,498,451
15579,Animal_15579,2015-12-15,Male,84,161,234
15580,Animal_15580,2024-02-20,Female,201,143,190
15581,Animal_15581,2021-10-04,Male,491,97,273
15582,Animal_15582,2014-04-30,Male,331,103,378
15583,Animal_15583,2022-07-19,Male,58,234,428
15584,Animal_15584,2024-08-01,Male,300,220,84
15585,Animal_15585,2020-12-14,Female,411,446,189
15586,Animal_15586,2023-08-27,Female,418,289,148
15587,Animal_15587,2018-10-15,Female,187,34,11
15588,Animal_15588,2019-03-24,Male,85,289,468
15589,Animal_15589,2013-09-07,Male,432,17,407
15590,Animal_15590,2010-01-08,Female,115,196,283
15591,Animal_15591,2010-04-13,Male,52,355,189
15592,Animal_15592,2016-02-04,Female,425,488,342
15593,Animal_15593,2021-10-05,Male,48,83,215
15594,Animal_15594,2023-09-22,Female,258,165,233
15595,Animal_15595,2016-10-02,Female,496,377,461
15596,Animal_15596,2022-03-24,Female,79,189,55
15597,Animal_15597,2020-01-13,Male,441,448,169
15598,Animal_15598,2016-06-28,Female,373,203,10
15599,Animal_15599,2020-04-16,Male,430,31,170
15600,Animal_15600,2022-05-14,Male,35,10,221
15601,Animal_15601,2022-09-05,Male,73,341,215
15602,Animal_15602,2023-02-12,Male,225,204,171
15603,Animal_15603,2014-08-24,Male,166,119,304
15604,Animal_15604,2014-05-10,Male,199,183,413
15605,Animal_15605,2013-11-05,Female,308,367,50
15606,Animal_15606,2014-02-15,Male,69,128,427
15607,Animal_15607,2012-10-30,Male,211,346,251
15608,Animal_15608,2017-10-08,Female,139,375,68
15609,Animal_15609,2010-08-06,Male,437,382,57
15610,Animal_15610,2012-12-23,Female,291,108,197
15611,Animal_15611,2016-04-24,Male,3,235,121
15612,Animal_15612,2018-08-10,Female,276,373,407
15613,Animal_15613,2020-09-04,Female,303,320,386
15614,Animal_15614,2015-02-04,Female,364,150,446
15615,Animal_15615,2022-02-26,Female,37,318,95
15616,Animal_15616,2023-05-13,Female,239,326,328
15617,Animal_15617,2014-11-23,Female,150,484,321
15618,Animal_15618,2021-04-02,Female,303,413,8
15619,Animal_15619,2017-06-09,Male,449,398,480
15620,Animal_15620,2018-07-03,Male,184,168,421
15621,Animal_15621,2016-05-11,Female,161,158,294
15622,Animal_15622,2019-09-03,Male,6,52,282
15623,Animal_15623,2015-07-15,Male,401,70,320
15624,Animal_15624,2021-02-18,Male,496,22,441
15625,Animal_15625,2016-07-31,Female,75,17,67
15626,Animal_15626,2012-10-11,Female,122,163,20
15627,Animal_15627,2014-02-24,Female,59,115,490
15628,Animal_15628,2017-11-08,Male,350,258,38
15629,Animal_15629,2020-04-27,Female,230,59,265
15630,Animal_15630,2024-03-06,Female,242,444,33
15631,Animal_15631,2013-11-17,Female,442,220,314
15632,Animal_15632,2011-11-07,Male,118,123,272
15633,Animal_15633,2022-11-02,Female,308,238,446
15634,Animal_15634,2017-10-18,Female,294,454,346
15635,Animal_15635,2014-04-29,Female,311,30,75
15636,Animal_15636,2020-11-15,Female,40,228,439
15637,Animal_15637,2017-08-09,Female,432,198,181
15638,Animal_15638,2012-02-16,Female,471,457,315
15639,Animal_15639,2018-12-10,Male,87,207,401
15640,Animal_15640,2011-10-11,Female,338,468,119
15641,Animal_15641,2023-04-02,Male,39,31,177
15642,Animal_15642,2023-09-29,Male,115,422,15
15643,Animal_15643,2015-07-01,Male,463,479,143
15644,Animal_15644,2011-06-07,Male,71,132,160
15645,Animal_15645,2020-04-28,Female,470,259,3
15646,Animal_15646,2017-05-18,Male,443,168,417
15647,Animal_15647,2022-07-12,Male,284,308,186
15648,Animal_15648,2012-03-29,Male,91,120,120
15649,Animal_15649,2017-01-17,Female,65,61,361
15650,Animal_15650,2011-08-06,Male,294,326,457
15651,Animal_15651,2024-09-29,Female,391,485,335
15652,Animal_15652,2023-08-16,Female,476,28,397
15653,Animal_15653,2021-11-11,Female,140,282,452
15654,Animal_15654,2010-10-25,Female,13,237,14
15655,Animal_15655,2010-02-07,Female,151,69,58
15656,Animal_15656,2012-07-11,Female,111,168,318
15657,Animal_15657,2018-10-04,Male,104,383,221
15658,Animal_15658,2013-04-28,Female,341,309,258
15659,Animal_15659,2020-02-23,Female,152,326,102
15660,Animal_15660,2011-07-15,Male,58,277,27
15661,Animal_15661,2014-06-08,Female,217,33,388
15662,Animal_15662,2024-07-28,Male,12,156,286
15663,Animal_15663,2018-10-13,Male,151,187,71
15664,Animal_15664,2023-09-16,Female,180,14,496
15665,Animal_15665,2021-03-13,Female,377,13,85
15666,Animal_15666,2019-08-17,Female,11,466,437
15667,Animal_15667,2023-03-02,Female,325,410,359
15668,Animal_15668,2010-03-05,Male,310,410,221
15669,Animal_15669,2011-01-27,Female,293,189,287
15670,Animal_15670,2024-12-22,Male,343,45,470
15671,Animal_15671,2010-10-30,Female,336,428,292
15672,Animal_15672,2020-11-20,Female,62,225,401
15673,Animal_15673,2012-06-28,Male,186,438,470
15674,Animal_15674,2024-07-25,Male,318,439,213
15675,Animal_15675,2014-11-14,Female,86,444,12
15676,Animal_15676,2017-06-20,Male,389,456,122
15677,Animal_15677,2015-07-30,Female,265,329,353
15678,Animal_15678,2019-07-30,Male,412,482,183
15679,Animal_15679,2021-04-16,Female,75,388,32
15680,Animal_15680,2023-07-02,Female,479,500,50
15681,Animal_15681,2014-01-03,Male,227,174,486
15682,Animal_15682,2011-10-02,Female,41,275,221
15683,Animal_15683,2019-09-21,Male,27,317,414
15684,Animal_15684,2016-04-18,Male,449,344,91
15685,Animal_15685,2015-12-15,Male,413,95,41
15686,Animal_15686,2010-08-15,Male,76,42,124
15687,Animal_15687,2018-06-14,Male,327,392,291
15688,Animal_15688,2019-01-01,Female,144,94,396
15689,Animal_15689,2020-06-05,Male,152,426,477
15690,Animal_15690,2017-03-12,Female,358,422,145
15691,Animal_15691,2019-04-27,Female,111,349,320
15692,Animal_15692,2021-07-11,Male,75,149,163
15693,Animal_15693,2016-05-19,Male,24,29,211
15694,Animal_15694,2020-05-25,Female,276,451,197
15695,Animal_15695,2022-12-10,Female,286,330,168
15696,Animal_15696,2018-06-30,Male,430,413,7
15697,Animal_15697,2018-09-19,Female,460,226,469
15698,Animal_15698,2011-08-21,Female,83,237,407
15699,Animal_15699,2022-04-15,Male,4,216,260
15700,Animal_15700,2013-05-19,Female,236,148,333
15701,Animal_15701,2011-06-04,Male,308,226,99
15702,Animal_15702,2013-07-28,Female,204,11,316
15703,Animal_15703,2011-11-15,Female,267,312,341
15704,Animal_15704,2015-11-06,Female,458,183,289
15705,Animal_15705,2021-06-15,Female,244,218,4
15706,Animal_15706,2024-09-05,Male,197,446,451
15707,Animal_15707,2017-09-26,Female,9,81,439
15708,Animal_15708,2013-06-30,Female,384,489,428
15709,Animal_15709,2014-10-15,Male,142,401,98
15710,Animal_15710,2010-06-03,Male,59,185,68
15711,Animal_15711,2011-07-05,Male,80,45,307
15712,Animal_15712,2024-04-20,Male,166,211,319
15713,Animal_15713,2022-03-03,Female,425,233,139
15714,Animal_15714,2019-07-01,Female,72,404,2
15715,Animal_15715,2019-08-18,Female,494,111,193
15716,Animal_15716,2020-10-24,Female,68,303,68
15717,Animal_15717,2011-03-16,Female,42,63,158
15718,Animal_15718,2010-02-20,Male,374,94,226
15719,Animal_15719,2010-12-02,Female,488,415,421
15720,Animal_15720,2021-03-08,Male,98,191,352
15721,Animal_15721,2019-12-02,Female,316,12,27
15722,Animal_15722,2017-12-31,Female,292,393,467
15723,Animal_15723,2017-12-12,Female,214,6,196
15724,Animal_15724,2015-01-11,Male,350,366,371
15725,Animal_15725,2019-10-16,Male,355,331,133
15726,Animal_15726,2024-05-15,Female,193,439,183
15727,Animal_15727,2022-06-19,Female,113,452,40
15728,Animal_15728,2020-11-06,Female,338,122,252
15729,Animal_15729,2017-10-15,Female,346,447,196
15730,Animal_15730,2022-03-31,Female,462,107,492
15731,Animal_15731,2021-10-29,Female,492,93,146
15732,Animal_15732,2023-07-15,Male,56,269,500
15733,Animal_15733,2014-11-04,Female,224,387,430
15734,Animal_15734,2019-12-05,Female,428,27,416
15735,Animal_15735,2020-03-04,Male,308,301,309
15736,Animal_15736,2018-05-08,Male,458,205,5
15737,Animal_15737,2016-05-12,Male,64,166,368
